allocation_id,payment_event_id,bill_record_id,allocated_amount_minor,currency,available_at,source_ref,org_token
AL000696,EV001705,TRI-R00939,5447,USD,2023-08-02T16:31:27-06:00,TRI/SRC/allocations/01705,WCP
AL000697,EV001707,TRI-R00940,5069,USD,2022-08-03T14:22:42-06:00,TRI/SRC/allocations/01707,WCP
AL000698,EV001710,TRI-R00942,6558,USD,2023-04-02T07:42:55-06:00,TRI/SRC/allocations/01710,WCP
AL000699,EV001714,TRI-R00944,1491,USD,2023-10-17T01:39:57-06:00,TRI/SRC/allocations/01714,WCP
AL000700,EV001717,TRI-R00945,10398,USD,2023-10-04T07:20:55-06:00,TRI/SRC/allocations/01717,WCP
AL000701,EV001721,TRI-R00948,8612,USD,2023-05-02T04:40:09-06:00,TRI/SRC/allocations/01721,WCP
AL000702,EV001723,TRI-R00949,11621,USD,2023-07-01T09:17:56-06:00,TRI/SRC/allocations/01723,WCP
AL000703,EV001725,TRI-R00950,37562,USD,2023-05-13T11:57:54-06:00,TRI/SRC/allocations/01725,WCP
AL000704,EV001727,TRI-R00951,38796,USD,2023-07-02T08:04:23-06:00,TRI/SRC/allocations/01727,WCP
AL000705,EV001729,TRI-R00952,4198,USD,2023-07-05T21:36:01-06:00,TRI/SRC/allocations/01729,WCP
AL000706,EV001731,TRI-R00953,4463,USD,2022-11-10T13:59:12-07:00,TRI/SRC/allocations/01731,WCP
AL000707,EV001733,TRI-R00954,6164,USD,2023-01-15T02:24:16-07:00,TRI/SRC/allocations/01733,WCP
AL000708,EV001735,TRI-R00955,6349,USD,2022-08-12T18:06:06-06:00,TRI/SRC/allocations/01735,WCP
AL000709,EV001737,TRI-R00956,11680,USD,2023-04-05T10:32:52-06:00,TRI/SRC/allocations/01737,WCP
AL000710,EV001739,TRI-R00957,13311,USD,2023-08-25T20:48:25-06:00,TRI/SRC/allocations/01739,WCP
AL000711,EV001742,TRI-R00959,4619,USD,2023-04-26T16:19:28-06:00,TRI/SRC/allocations/01742,WCP
AL000712,EV001744,TRI-R00960,2806,USD,2022-11-02T06:47:57-06:00,TRI/SRC/allocations/01744,WCP
AL000713,EV001746,TRI-R00961,11166,USD,2023-02-02T15:38:45-07:00,TRI/SRC/allocations/01746,WCP
AL000714,EV001748,TRI-R00962,2442,USD,2023-08-21T10:41:19-06:00,TRI/SRC/allocations/01748,WCP
AL000715,EV001750,TRI-R00963,20688,USD,2022-08-24T16:47:36-06:00,TRI/SRC/allocations/01750,WCP
AL000716,EV001752,TRI-R00964,138102,USD,2023-07-25T12:25:33-06:00,TRI/SRC/allocations/01752,WCP
AL000717,EV001754,TRI-R00965,9805,USD,2023-02-23T15:16:52-07:00,TRI/SRC/allocations/01754,WCP
AL000718,EV001756,TRI-R00966,4503,USD,2023-07-19T16:26:19-06:00,TRI/SRC/allocations/01756,WCP
AL000719,EV001758,TRI-R00967,4894,USD,2023-05-26T20:40:58-06:00,TRI/SRC/allocations/01758,WCP
AL000720,EV001760,TRI-R00968,60488,USD,2023-07-23T23:24:16-06:00,TRI/SRC/allocations/01760,WCP
AL000721,EV001763,TRI-R00970,10117,USD,2023-08-31T17:43:24-06:00,TRI/SRC/allocations/01763,WCP
AL000722,EV001765,TRI-R00971,104153,USD,2023-04-25T22:19:20-06:00,TRI/SRC/allocations/01765,WCP
AL000723,EV001768,TRI-R00972,3900,USD,2023-02-28T00:36:11-07:00,TRI/SRC/allocations/01768,WCP
AL000724,EV001772,TRI-R00974,10416,USD,2023-01-29T06:32:28-07:00,TRI/SRC/allocations/01772,WCP
AL000725,EV001774,TRI-R00975,1996,USD,2022-08-02T12:48:52-06:00,TRI/SRC/allocations/01775,WCP
AL000726,EV001774,TRI-R00976,1371,USD,2022-08-01T04:11:13-06:00,TRI/SRC/allocations/01775,WCP
AL000727,EV001777,TRI-R00977,6115,USD,2023-04-20T09:51:57-06:00,TRI/SRC/allocations/01778,WCP
AL000728,EV001777,TRI-R00978,2986,USD,2023-04-17T10:55:33-06:00,TRI/SRC/allocations/01778,WCP
AL000729,EV001780,TRI-R00979,14065,USD,2023-01-05T12:25:26-07:00,TRI/SRC/allocations/01780,WCP
AL000730,EV001782,TRI-R00980,16378,USD,2023-09-05T17:24:20-06:00,TRI/SRC/allocations/01782,WCP
AL000731,EV001784,TRI-R00981,18046,USD,2023-03-01T21:57:23-07:00,TRI/SRC/allocations/01784,WCP
AL000732,EV001786,TRI-R00982,2500,USD,2023-08-29T16:36:51-06:00,TRI/SRC/allocations/01786,WCP
AL000733,EV001788,TRI-R00983,2717,USD,2023-10-23T16:51:00-06:00,TRI/SRC/allocations/01788,WCP
AL000734,EV001790,TRI-R00984,15052,USD,2023-07-18T11:15:27-06:00,TRI/SRC/allocations/01790,WCP
AL000735,EV001792,TRI-R00985,40889,USD,2023-01-27T15:37:42-07:00,TRI/SRC/allocations/01792,WCP
AL000736,EV001794,TRI-R00986,11301,USD,2023-10-15T00:34:57-06:00,TRI/SRC/allocations/01794,WCP
AL000737,EV001796,TRI-R00987,21180,USD,2023-05-17T06:36:13-06:00,TRI/SRC/allocations/01796,WCP
AL000738,EV001798,TRI-R00988,3494,USD,2022-09-26T13:39:35-06:00,TRI/SRC/allocations/01798,WCP
AL000739,EV001803,TRI-R00991,10578,USD,2022-10-21T21:51:18-06:00,TRI/SRC/allocations/01803,WCP
AL000740,EV001805,TRI-R00992,51818,USD,2022-10-21T21:29:47-06:00,TRI/SRC/allocations/01805,WCP
AL000741,EV001807,TRI-R00993,14916,USD,2023-05-21T22:06:58-06:00,TRI/SRC/allocations/01807,WCP
AL000742,EV001810,TRI-R00995,89039,USD,2023-01-05T18:19:06-07:00,TRI/SRC/allocations/01810,WCP
AL000743,EV001812,TRI-R00996,43342,USD,2023-08-23T23:15:29-06:00,TRI/SRC/allocations/01812,WCP
AL000744,EV001815,TRI-R00998,206620,USD,2023-03-24T11:57:42-06:00,TRI/SRC/allocations/01815,WCP
AL000745,EV001817,TRI-R00999,87872,USD,2023-02-09T17:50:32-07:00,TRI/SRC/allocations/01817,WCP
AL000746,EV001819,TRI-R01000,19683,USD,2023-01-01T19:21:57-07:00,TRI/SRC/allocations/01819,WCP
AL000747,EV001823,TRI-R01002,20512,USD,2023-05-19T15:56:08-06:00,TRI/SRC/allocations/01823,WCP
AL000748,EV001825,TRI-R01003,28274,USD,2022-12-19T16:21:24-07:00,TRI/SRC/allocations/01826,WCP
AL000749,EV001825,TRI-R01004,19025,USD,2022-12-19T13:36:06-07:00,TRI/SRC/allocations/01826,WCP
AL000750,EV001828,TRI-R01005,7044,USD,2023-01-29T12:49:31-07:00,TRI/SRC/allocations/01829,WCP
AL000751,EV001828,TRI-R01006,6828,USD,2023-01-24T15:05:22-07:00,TRI/SRC/allocations/01829,WCP
AL000752,EV001831,TRI-R01007,13851,USD,2023-02-15T21:36:26-07:00,TRI/SRC/allocations/01831,WCP
AL000753,EV001833,TRI-R01008,7258,USD,2022-11-21T17:29:22-07:00,TRI/SRC/allocations/01833,WCP
AL000754,EV001835,TRI-R01009,2320,USD,2023-04-11T18:51:30-06:00,TRI/SRC/allocations/01835,WCP
AL000755,EV001837,TRI-R01010,7114,USD,2023-09-05T10:29:28-06:00,TRI/SRC/allocations/01837,WCP
AL000756,EV001839,TRI-R01011,10716,USD,2022-12-28T10:22:53-07:00,TRI/SRC/allocations/01839,WCP
AL000757,EV001841,TRI-R01012,3745,USD,2023-02-16T00:52:13-07:00,TRI/SRC/allocations/01842,WCP
AL000758,EV001841,TRI-R01013,3349,USD,2023-02-15T13:10:12-07:00,TRI/SRC/allocations/01842,WCP
AL000759,EV001844,TRI-R01014,9505,USD,2022-08-19T07:15:36-06:00,TRI/SRC/allocations/01844,WCP
AL000760,EV001846,TRI-R01015,3474,USD,2022-11-13T02:13:08-07:00,TRI/SRC/allocations/01846,WCP
AL000761,EV001848,TRI-R01016,3360,USD,2023-04-26T15:08:08-06:00,TRI/SRC/allocations/01848,WCP
AL000762,EV001850,TRI-R01017,3698,USD,2023-09-28T13:54:26-06:00,TRI/SRC/allocations/01850,WCP
AL000763,EV001853,TRI-R01019,4563,USD,2022-08-02T05:54:16-06:00,TRI/SRC/allocations/01854,WCP
AL000764,EV001853,TRI-R01020,4385,USD,2022-08-01T19:47:06-06:00,TRI/SRC/allocations/01854,WCP
AL000765,EV001856,TRI-R01021,4583,USD,2022-12-22T20:28:33-07:00,TRI/SRC/allocations/01856,WCP
AL000766,EV001858,TRI-R01022,5961,USD,2023-04-04T10:19:02-06:00,TRI/SRC/allocations/01859,WCP
AL000767,EV001858,TRI-R01023,5510,USD,2023-04-01T02:12:30-06:00,TRI/SRC/allocations/01859,WCP
AL000768,EV001861,TRI-R01024,19439,USD,2022-07-12T22:05:32-06:00,TRI/SRC/allocations/01861,WCP
AL000769,EV001863,TRI-R01025,11744,USD,2023-02-25T21:47:42-07:00,TRI/SRC/allocations/01863,WCP
AL000770,EV001866,TRI-R01027,4600,USD,2023-10-24T22:02:03-06:00,TRI/SRC/allocations/01866,WCP
AL000771,EV001868,TRI-R01028,63067,USD,2023-08-14T17:42:58-06:00,TRI/SRC/allocations/01868,WCP
AL000772,EV001870,TRI-R01029,282985,USD,2023-01-17T22:12:55-07:00,TRI/SRC/allocations/01870,WCP
AL000773,EV001872,TRI-R01030,62874,USD,2023-07-15T02:40:57-06:00,TRI/SRC/allocations/01872,WCP
AL000774,EV001876,TRI-R01032,6829,USD,2022-10-31T10:29:08-06:00,TRI/SRC/allocations/01876,WCP
AL000775,EV001878,TRI-R01033,6283,USD,2022-10-29T19:29:48-06:00,TRI/SRC/allocations/01878,WCP
AL000776,EV001880,TRI-R01034,31877,USD,2023-03-03T20:13:33-07:00,TRI/SRC/allocations/01880,WCP
AL000777,EV001884,TRI-R01036,5265,USD,2023-07-02T18:47:28-06:00,TRI/SRC/allocations/01884,WCP
AL000778,EV001888,TRI-R01038,6572,USD,2023-04-08T13:55:34-06:00,TRI/SRC/allocations/01888,WCP
AL000779,EV001890,TRI-R01039,7221,USD,2022-08-27T11:46:05-06:00,TRI/SRC/allocations/01890,WCP
AL000780,EV001892,TRI-R01040,38525,USD,2023-05-07T08:11:56-06:00,TRI/SRC/allocations/01892,WCP
AL000781,EV001894,TRI-R01041,10740,USD,2023-05-30T16:05:11-06:00,TRI/SRC/allocations/01894,WCP
AL000782,EV001896,TRI-R01042,12479,USD,2023-09-13T18:01:49-06:00,TRI/SRC/allocations/01896,WCP
AL000783,EV001898,TRI-R01043,4904,USD,2023-03-28T21:59:34-06:00,TRI/SRC/allocations/01898,WCP
AL000784,EV001901,TRI-R01045,91180,USD,2023-03-27T16:32:55-06:00,TRI/SRC/allocations/01901,WCP
AL000785,EV001903,TRI-R01046,31002,USD,2023-07-15T15:31:32-06:00,TRI/SRC/allocations/01903,WCP
AL000786,EV001906,NDX-R01048,9087,USD,2023-07-20T13:04:40-04:00,NDX/SRC/allocations/01906,WCP
AL000787,EV001908,NDX-R01049,4259,USD,2023-03-06T09:20:54-05:00,NDX/SRC/allocations/01908,WCP
AL000788,EV001910,NDX-R01050,25030,USD,2023-01-02T14:29:41-05:00,NDX/SRC/allocations/01910,WCP
AL000789,EV001912,NDX-R01051,14639,USD,2023-05-08T21:24:57-04:00,NDX/SRC/allocations/01912,WCP
AL000790,EV001916,NDX-R01053,23877,USD,2022-09-09T21:46:45-04:00,NDX/SRC/allocations/01916,WCP
AL000791,EV001919,NDX-R01054,23937,USD,2023-09-20T18:38:35-04:00,NDX/SRC/allocations/01919,WCP
AL000792,EV001921,NDX-R01055,3561,USD,2022-07-27T21:00:13-04:00,NDX/SRC/allocations/01921,WCP
AL000793,EV001923,NDX-R01056,11452,USD,2022-07-18T13:55:20-04:00,NDX/SRC/allocations/01923,WCP
AL000794,EV001925,NDX-R01057,44436,USD,2022-10-29T12:09:46-04:00,NDX/SRC/allocations/01925,WCP
AL000795,EV001927,NDX-R01058,3126,USD,2022-11-04T15:26:39-04:00,NDX/SRC/allocations/01927,WCP
AL000796,EV001930,NDX-R01060,8253,USD,2023-04-08T12:13:25-04:00,NDX/SRC/allocations/01930,WCP
AL000797,EV001932,NDX-R01061,29998,USD,2023-03-03T00:20:30-05:00,NDX/SRC/allocations/01932,WCP
AL000798,EV001935,NDX-R01063,3418,USD,2023-10-10T13:24:05-04:00,NDX/SRC/allocations/01935,WCP
AL000799,EV001937,NDX-R01064,26738,USD,2023-06-24T02:49:00-04:00,NDX/SRC/allocations/01937,WCP
AL000800,EV001939,NDX-R01065,14477,USD,2022-10-23T18:23:55-04:00,NDX/SRC/allocations/01939,WCP
AL000801,EV001941,NDX-R01066,2912,USD,2023-05-10T04:32:58-04:00,NDX/SRC/allocations/01941,WCP
AL000802,EV001943,NDX-R01067,94223,USD,2023-08-20T13:13:03-04:00,NDX/SRC/allocations/01943,WCP
AL000803,EV001945,NDX-R01068,9823,USD,2023-01-05T19:34:49-05:00,NDX/SRC/allocations/01945,WCP
AL000804,EV001951,NDX-R01072,29232,USD,2023-04-04T21:40:12-04:00,NDX/SRC/allocations/01951,WCP
AL000805,EV001953,NDX-R01073,65945,USD,2023-04-08T05:33:52-04:00,NDX/SRC/allocations/01953,WCP
AL000806,EV001955,NDX-R01074,4298,USD,2023-07-08T16:39:20-04:00,NDX/SRC/allocations/01955,WCP
AL000807,EV001957,NDX-R01075,32718,USD,2023-01-16T22:02:26-05:00,NDX/SRC/allocations/01957,WCP
AL000808,EV001961,NDX-R01077,282105,USD,2023-06-26T10:10:11-04:00,NDX/SRC/allocations/01961,WCP
AL000809,EV001963,NDX-R01078,3183,USD,2023-10-13T23:20:54-04:00,NDX/SRC/allocations/01963,WCP
AL000810,EV001965,NDX-R01079,6162,USD,2022-12-14T19:03:16-05:00,NDX/SRC/allocations/01965,WCP
AL000811,EV001967,NDX-R01080,1861,USD,2022-11-04T03:42:51-04:00,NDX/SRC/allocations/01968,WCP
AL000812,EV001967,NDX-R01081,1334,USD,2022-11-07T23:16:37-05:00,NDX/SRC/allocations/01968,WCP
AL000813,EV001970,NDX-R01082,4938,USD,2023-08-26T20:04:09-04:00,NDX/SRC/allocations/01970,WCP
AL000814,EV001972,NDX-R01083,12082,USD,2022-09-03T15:56:38-04:00,NDX/SRC/allocations/01972,WCP
AL000815,EV001974,NDX-R01084,5232,USD,2023-01-30T01:24:16-05:00,NDX/SRC/allocations/01974,WCP
AL000816,EV001977,NDX-R01086,384518,USD,2023-04-21T13:44:50-04:00,NDX/SRC/allocations/01977,WCP
AL000817,EV001979,NDX-R01087,2370,USD,2022-12-27T05:05:44-05:00,NDX/SRC/allocations/01979,WCP
AL000818,EV001981,NDX-R01088,7376,USD,2023-10-21T15:53:30-04:00,NDX/SRC/allocations/01981,WCP
AL000819,EV001983,NDX-R01089,40128,USD,2023-06-26T14:58:11-04:00,NDX/SRC/allocations/01983,WCP
AL000820,EV001985,NDX-R01090,1973,USD,2023-03-13T17:42:47-04:00,NDX/SRC/allocations/01985,WCP
AL000821,EV001987,NDX-R01091,24732,USD,2022-10-04T15:16:11-04:00,NDX/SRC/allocations/01987,WCP
AL000822,EV001993,NDX-R01095,43933,USD,2023-05-01T19:42:52-04:00,NDX/SRC/allocations/01993,WCP
AL000823,EV001995,NDX-R01096,10430,USD,2023-02-05T14:10:55-05:00,NDX/SRC/allocations/01995,WCP
AL000824,EV001997,NDX-R01097,8583,USD,2023-10-11T11:37:21-04:00,NDX/SRC/allocations/01997,WCP
AL000825,EV002000,NDX-R01099,10417,USD,2023-07-09T22:51:48-04:00,NDX/SRC/allocations/02000,WCP
AL000826,EV002002,NDX-R01100,5037,USD,2023-07-03T04:47:09-04:00,NDX/SRC/allocations/02002,WCP
AL000827,EV002006,NDX-R01102,18128,USD,2023-06-09T04:39:34-04:00,NDX/SRC/allocations/02006,WCP
AL000828,EV002008,NDX-R01103,96958,USD,2023-07-20T23:30:39-04:00,NDX/SRC/allocations/02008,WCP
AL000829,EV002011,NDX-R01105,5184,USD,2023-07-04T20:00:11-04:00,NDX/SRC/allocations/02011,WCP
AL000830,EV002013,NDX-R01106,103157,USD,2022-12-17T21:47:01-05:00,NDX/SRC/allocations/02013,WCP
AL000831,EV002016,NDX-R01108,9519,USD,2023-02-28T10:53:58-05:00,NDX/SRC/allocations/02016,WCP
AL000832,EV002018,NDX-R01109,6667,USD,2023-10-10T06:32:00-04:00,NDX/SRC/allocations/02018,WCP
AL000833,EV002020,NDX-R01110,5998,USD,2023-04-10T23:35:57-04:00,NDX/SRC/allocations/02020,WCP
AL000834,EV002022,NDX-R01111,3917,USD,2023-04-10T15:27:06-04:00,NDX/SRC/allocations/02022,WCP
AL000835,EV002024,NDX-R01112,2574,USD,2023-01-10T22:16:50-05:00,NDX/SRC/allocations/02024,WCP
AL000836,EV002028,NDX-R01115,3611,USD,2022-09-12T15:51:00-04:00,NDX/SRC/allocations/02028,WCP
AL000837,EV002033,NDX-R01118,6474,USD,2022-10-06T01:52:06-04:00,NDX/SRC/allocations/02033,WCP
AL000838,EV002037,NDX-R01120,36761,USD,2023-05-17T03:39:11-04:00,NDX/SRC/allocations/02037,WCP
AL000839,EV002040,NDX-R01122,13241,USD,2023-01-25T04:02:53-05:00,NDX/SRC/allocations/02040,WCP
AL000840,EV002042,NDX-R01123,109013,USD,2023-03-28T15:27:37-04:00,NDX/SRC/allocations/02042,WCP
AL000841,EV002044,NDX-R01124,13278,USD,2023-07-28T12:21:00-04:00,NDX/SRC/allocations/02044,WCP
AL000842,EV002046,NDX-R01125,10298,USD,2023-01-02T10:55:21-05:00,NDX/SRC/allocations/02046,WCP
AL000843,EV002048,NDX-R01126,34055,USD,2022-11-21T19:24:29-05:00,NDX/SRC/allocations/02048,WCP
AL000844,EV002050,NDX-R01127,10648,USD,2023-03-06T13:34:09-05:00,NDX/SRC/allocations/02050,WCP
AL000845,EV002053,NDX-R01129,5584,USD,2023-07-14T07:43:34-04:00,NDX/SRC/allocations/02053,WCP
AL000846,EV002055,NDX-R01130,2701,USD,2022-11-21T23:54:29-05:00,NDX/SRC/allocations/02055,WCP
AL000847,EV002057,NDX-R01131,23851,USD,2023-05-19T02:27:42-04:00,NDX/SRC/allocations/02057,WCP
AL000848,EV002059,NDX-R01132,31942,USD,2023-10-12T12:56:57-04:00,NDX/SRC/allocations/02059,WCP
AL000849,EV002061,NDX-R01133,4957,USD,2023-03-21T09:25:13-04:00,NDX/SRC/allocations/02061,WCP
AL000850,EV002063,NDX-R01134,3224,USD,2022-12-26T18:12:16-05:00,NDX/SRC/allocations/02063,WCP
AL000851,EV002065,NDX-R01135,4443,USD,2022-11-18T20:25:13-05:00,NDX/SRC/allocations/02065,WCP
AL000852,EV002067,NDX-R01136,17887,USD,2023-07-03T16:19:06-04:00,NDX/SRC/allocations/02067,WCP
AL000853,EV002069,NDX-R01137,4608,USD,2022-09-16T17:51:52-04:00,NDX/SRC/allocations/02069,WCP
AL000854,EV002073,NDX-R01140,52033,USD,2023-04-24T10:49:06-04:00,NDX/SRC/allocations/02073,WCP
AL000855,EV002075,NDX-R01141,7713,USD,2023-05-11T08:37:20-04:00,NDX/SRC/allocations/02075,WCP
AL000856,EV002077,NDX-R01142,12888,USD,2023-10-04T18:26:17-04:00,NDX/SRC/allocations/02077,WCP
AL000857,EV002079,NDX-R01143,3118,USD,2022-11-15T13:34:07-05:00,NDX/SRC/allocations/02079,WCP
AL000858,EV002081,NDX-R01144,9128,USD,2022-12-03T14:41:07-05:00,NDX/SRC/allocations/02081,WCP
AL000859,EV002083,NDX-R01145,3801,USD,2023-09-11T12:32:54-04:00,NDX/SRC/allocations/02083,WCP
AL000860,EV002085,NDX-R01146,4892,USD,2023-01-16T16:16:39-05:00,NDX/SRC/allocations/02085,WCP
AL000861,EV002087,NDX-R01147,7180,USD,2023-09-28T09:15:25-04:00,NDX/SRC/allocations/02087,WCP
AL000862,EV002090,NDX-R01149,100635,USD,2022-09-09T15:53:14-04:00,NDX/SRC/allocations/02090,WCP
AL000863,EV002092,NDX-R01150,9340,USD,2022-10-28T18:48:40-04:00,NDX/SRC/allocations/02092,WCP
AL000864,EV002094,NDX-R01151,13739,USD,2023-05-02T17:24:22-04:00,NDX/SRC/allocations/02094,WCP
AL000865,EV002097,NDX-R01153,14952,USD,2022-09-28T15:58:37-04:00,NDX/SRC/allocations/02097,WCP
AL000866,EV002101,NDX-R01155,33465,USD,2023-03-22T18:48:00-04:00,NDX/SRC/allocations/02101,WCP
AL000867,EV002103,NDX-R01156,10959,USD,2022-12-11T09:31:34-05:00,NDX/SRC/allocations/02104,WCP
AL000868,EV002103,NDX-R01157,6126,USD,2022-12-07T23:15:16-05:00,NDX/SRC/allocations/02104,WCP
AL000869,EV002109,NDX-R01160,4026,USD,2022-10-09T12:19:02-04:00,NDX/SRC/allocations/02109,WCP
AL000870,EV002111,NDX-R01161,5410,USD,2023-04-22T13:26:36-04:00,NDX/SRC/allocations/02111,WCP
AL000871,EV002113,NDX-R01162,40172,USD,2023-05-15T21:42:56-04:00,NDX/SRC/allocations/02114,WCP
AL000872,EV002113,NDX-R01163,18953,USD,2023-05-16T06:58:37-04:00,NDX/SRC/allocations/02114,WCP
AL000873,EV002116,NDX-R01164,3436,USD,2023-10-05T11:25:44-04:00,NDX/SRC/allocations/02116,WCP
AL000874,EV002118,NDX-R01165,91302,USD,2023-04-11T09:38:15-04:00,NDX/SRC/allocations/02118,WCP
AL000875,EV002122,NDX-R01167,7371,USD,2022-10-01T18:05:12-04:00,NDX/SRC/allocations/02122,WCP
AL000876,EV002124,NDX-R01168,8424,USD,2023-06-28T03:23:24-04:00,NDX/SRC/allocations/02124,WCP
AL000877,EV002128,NDX-R01170,4609,USD,2023-04-05T18:47:36-04:00,NDX/SRC/allocations/02128,WCP
AL000878,EV002130,NDX-R01171,46779,USD,2023-09-11T18:44:57-04:00,NDX/SRC/allocations/02130,WCP
AL000879,EV002136,NDX-R01175,6412,USD,2023-08-11T20:29:04-04:00,NDX/SRC/allocations/02137,WCP
AL000880,EV002136,NDX-R01176,5662,USD,2023-08-13T03:01:59-04:00,NDX/SRC/allocations/02137,WCP
AL000881,EV002139,NDX-R01177,48386,USD,2023-05-25T08:22:09-04:00,NDX/SRC/allocations/02139,WCP
AL000882,EV002143,NDX-R01179,2834,USD,2022-08-17T17:57:21-04:00,NDX/SRC/allocations/02143,WCP
AL000883,EV002145,NDX-R01180,59580,USD,2023-03-01T15:40:08-05:00,NDX/SRC/allocations/02145,WCP
AL000884,EV002147,NDX-R01181,5411,USD,2023-01-09T17:31:03-05:00,NDX/SRC/allocations/02147,WCP
AL000885,EV002149,NDX-R01182,12625,USD,2023-07-02T04:52:46-04:00,NDX/SRC/allocations/02149,WCP
AL000886,EV002151,NDX-R01183,53542,USD,2022-07-31T01:46:09-04:00,NDX/SRC/allocations/02151,WCP
AL000887,EV002153,NDX-R01184,21758,USD,2023-01-30T23:35:19-05:00,NDX/SRC/allocations/02153,WCP
AL000888,EV002157,NDX-R01186,40513,USD,2022-08-12T05:51:49-04:00,NDX/SRC/allocations/02157,WCP
AL000889,EV002160,NDX-R01188,13376,USD,2023-11-01T21:54:46-04:00,NDX/SRC/allocations/02160,WCP
AL000890,EV002162,NDX-R01189,2989,USD,2023-06-29T19:11:01-04:00,NDX/SRC/allocations/02162,WCP
AL000891,EV002164,NDX-R01190,5047,USD,2022-10-10T23:35:36-04:00,NDX/SRC/allocations/02164,WCP
AL000892,EV002170,NDX-R01193,16561,USD,2023-01-02T19:12:49-05:00,NDX/SRC/allocations/02170,WCP
AL000893,EV002172,NDX-R01194,9189,USD,2022-08-09T17:48:19-04:00,NDX/SRC/allocations/02172,WCP
AL000894,EV002175,NDX-R01196,9634,USD,2023-02-15T20:39:48-05:00,NDX/SRC/allocations/02176,WCP
AL000895,EV002175,NDX-R01197,4274,USD,2023-02-14T17:10:46-05:00,NDX/SRC/allocations/02176,WCP
AL000896,EV002180,NDX-R01200,6427,USD,2022-12-26T14:33:30-05:00,NDX/SRC/allocations/02180,WCP
AL000897,EV002183,NDX-R01202,10971,USD,2023-06-29T16:04:12-04:00,NDX/SRC/allocations/02183,WCP
AL000898,EV002187,NDX-R01205,13280,USD,2023-01-15T00:09:12-05:00,NDX/SRC/allocations/02187,WCP
AL000899,EV002189,NDX-R01206,56454,USD,2023-02-03T03:56:27-05:00,NDX/SRC/allocations/02189,WCP
AL000900,EV002192,NDX-R01208,24418,USD,2023-10-03T05:07:03-04:00,NDX/SRC/allocations/02192,WCP
AL000901,EV002194,NDX-R01209,2500,USD,2023-02-08T00:24:52-05:00,NDX/SRC/allocations/02194,WCP
AL000902,EV002196,NDX-R01210,3698,USD,2022-10-09T00:16:05-04:00,NDX/SRC/allocations/02196,WCP
AL000903,EV002198,NDX-R01211,30146,USD,2023-08-25T23:06:44-04:00,NDX/SRC/allocations/02198,WCP
AL000904,EV002200,NDX-R01212,4750,USD,2023-06-08T16:53:47-04:00,NDX/SRC/allocations/02200,WCP
AL000905,EV002202,NDX-R01213,43635,USD,2023-09-30T23:01:03-04:00,NDX/SRC/allocations/02202,WCP
AL000906,EV002204,NDX-R01214,15501,USD,2023-04-20T13:17:55-04:00,NDX/SRC/allocations/02204,WCP
AL000907,EV002208,NDX-R01216,3171,USD,2023-05-15T17:57:05-04:00,NDX/SRC/allocations/02209,WCP
AL000908,EV002208,NDX-R01217,2481,USD,2023-05-17T16:52:40-04:00,NDX/SRC/allocations/02209,WCP
AL000909,EV002211,NDX-R01218,3584,USD,2023-03-21T09:30:16-04:00,NDX/SRC/allocations/02211,WCP
AL000910,EV002213,NDX-R01219,62860,USD,2023-07-15T10:26:01-04:00,NDX/SRC/allocations/02213,WCP
AL000911,EV002219,NDX-R01222,6318,USD,2023-01-30T16:15:46-05:00,NDX/SRC/allocations/02219,WCP
AL000912,EV002221,NDX-R01223,16847,USD,2023-05-18T23:10:45-04:00,NDX/SRC/allocations/02222,WCP
AL000913,EV002221,NDX-R01224,16709,USD,2023-05-24T05:16:28-04:00,NDX/SRC/allocations/02222,WCP
AL000914,EV002224,NDX-R01225,13368,USD,2023-05-09T14:39:06-04:00,NDX/SRC/allocations/02225,WCP
AL000915,EV002224,NDX-R01226,12450,USD,2023-05-09T12:16:40-04:00,NDX/SRC/allocations/02225,WCP
AL000916,EV002229,NDX-R01229,6797,USD,2022-11-21T14:51:55-05:00,NDX/SRC/allocations/02229,WCP
AL000917,EV002231,NDX-R01230,28136,USD,2023-07-08T11:21:05-04:00,NDX/SRC/allocations/02231,WCP
AL000918,EV002233,NDX-R01231,12483,USD,2023-01-27T08:29:30-05:00,NDX/SRC/allocations/02233,WCP
AL000919,EV002235,NDX-R01232,3818,USD,2023-05-13T00:35:48-04:00,NDX/SRC/allocations/02235,WCP
AL000920,EV002237,NDX-R01233,38521,USD,2022-09-20T06:08:34-04:00,NDX/SRC/allocations/02237,WCP
AL000921,EV002243,NDX-R01236,88126,USD,2023-08-23T13:35:36-04:00,NDX/SRC/allocations/02243,WCP
AL000922,EV002245,NDX-R01237,5692,USD,2022-10-18T05:26:54-04:00,NDX/SRC/allocations/02245,WCP
AL000923,EV002248,NDX-R01239,9628,USD,2023-09-25T19:11:58-04:00,NDX/SRC/allocations/02248,WCP
AL000924,EV002252,NDX-R01241,11321,USD,2023-05-12T22:44:29-04:00,NDX/SRC/allocations/02252,WCP
AL000925,EV002255,NDX-R01243,173023,USD,2023-09-01T23:48:13-04:00,NDX/SRC/allocations/02255,WCP
AL000926,EV002257,NDX-R01244,2611,USD,2023-11-13T23:45:10-05:00,NDX/SRC/allocations/02257,WCP
AL000927,EV002260,NDX-R01246,37340,USD,2022-09-28T05:52:13-04:00,NDX/SRC/allocations/02260,WCP
